area,waterbody,gazetted_name,local_name_1,local_name_2,analysis_yr,species,natural_adult_spawners,natural_jack_spawners,natural_spawners_total,adult_broodstock_removals,jack_broodstock_removals,total_broodstock_removals,other_removals,total_return_to_river,enumeration_methods,adult_presence,jack_presence,start_dtt,end_dtt,natural_adult_females,natural_adult_males,effective_females,weighted_pct_spawn,watershed_cde,fwa_watershed_cde,waterbody_id,population,run_type,stream_arrival_dt_from,stream_arrival_dt_to,start_spawn_dt_from,start_spawn_dt_to,peak_spawn_dt_from,peak_spawn_dt_to,end_spawn_dt_from,end_spawn_dt_to,accuracy,precision,index_yn,reliability,estimate_stage,estimate_classification,no_inspections_used,estimate_method,created_dtt,updated_dtt,act_id,pop_id,gfe_id,full_cu_in
2E,SALMON RIVER,SALMON RIVER,SALMON RIVER,NA,1980,Chum,NA,NA,NA,NA,NA,NA,NA,10500,NA,PRESENT,UNKNOWN,01-AUG-80,03-NOV-80,NA,NA,NA,NA,950-169400-00000-00000-0000-0000-000-000-000-000-000-000,950-173170-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,00000MORI,Salmon River (Sandspit) Chum,NA,15-SEP-80,NA,01-OCT-80,NA,25-OCT-80,NA,01-NOV-80,NA,UNK,UNK,NA,NA,NEAR FINAL,UNKNOWN,NA,Unknown Estimate Method,01-JAN-00,NA,914376,42913,1605,CM-21
2E,SALMON RIVER,SALMON RIVER,SALMON RIVER,NA,2015,Chum,150,NA,NA,NA,NA,NA,NA,NA,NA,PRESENT,UNKNOWN,NA,NA,NA,NA,NA,NA,950-169400-00000-00000-0000-0000-000-000-000-000-000-000,950-173170-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,00000MORI,Salmon River (Sandspit) Chum,NA,21-SEP-15,30-SEP-15,21-SEP-15,30-SEP-15,21-OCT-15,30-OCT-15,01-NOV-15,10-NOV-15,UNK,UNK,N,NA,FINAL,RELATIVE ABUNDANCE (TYPE-5),2,Expert Opinion,09-AUG-16,NA,13255148,42913,1605,CM-21
2E,SALMON RIVER,SALMON RIVER,SALMON RIVER,NA,1957,Chum,NA,NA,NA,NA,NA,NA,NA,3500,NA,PRESENT,UNKNOWN,28-AUG-57,20-OCT-57,NA,NA,NA,NA,950-169400-00000-00000-0000-0000-000-000-000-000-000-000,950-173170-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,00000MORI,Salmon River (Sandspit) Chum,NA,NA,NA,01-OCT-57,NA,15-OCT-57,NA,30-OCT-57,NA,UNK,UNK,NA,NA,NEAR FINAL,UNKNOWN,NA,Unknown Estimate Method,01-JAN-00,NA,848295,42913,1605,CM-21
2E,SALMON RIVER,SALMON RIVER,SALMON RIVER,NA,1942,Chum,NA,NA,NA,NA,NA,NA,NA,25000,NA,PRESENT,UNKNOWN,NA,NA,NA,NA,NA,NA,950-169400-00000-00000-0000-0000-000-000-000-000-000-000,950-173170-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,00000MORI,Salmon River (Sandspit) Chum,NA,NA,NA,NA,NA,NA,NA,NA,NA,UNK,UNK,NA,NA,FINAL,UNKNOWN,NA,Unknown Estimate Method,11-SEP-14,NA,97957900,42913,1605,CM-21
2E,SALMON RIVER,SALMON RIVER,SALMON RIVER,NA,2008,Chum,12000,NA,NA,NA,NA,NA,NA,NA,NA,PRESENT,UNKNOWN,18-AUG-08,04-OCT-08,NA,NA,NA,NA,950-169400-00000-00000-0000-0000-000-000-000-000-000-000,950-173170-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,00000MORI,Salmon River (Sandspit) Chum,NA,01-OCT-08,10-OCT-08,01-OCT-08,10-OCT-08,21-OCT-08,30-OCT-08,11-NOV-08,20-NOV-08,UNK,UNK,N,NA,FINAL,RELATIVE ABUNDANCE (TYPE-4),4,Expert Opinion,21-AUG-09,NA,17893195,42913,1605,CM-21
2E,SALMON RIVER,SALMON RIVER,SALMON RIVER,NA,2009,Chum,5800,NA,NA,NA,NA,NA,NA,NA,NA,PRESENT,UNKNOWN,29-SEP-09,24-OCT-09,NA,NA,NA,NA,950-169400-00000-00000-0000-0000-000-000-000-000-000-000,950-173170-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,00000MORI,Salmon River (Sandspit) Chum,NA,21-SEP-09,30-SEP-09,21-SEP-09,30-SEP-09,11-OCT-09,20-OCT-09,01-NOV-09,10-NOV-09,UNK,UNK,N,NA,FINAL,RELATIVE ABUNDANCE (TYPE-3),4,Expert Opinion,29-JUL-10,NA,37801348,42913,1605,CM-21
2E,SALMON RIVER,SALMON RIVER,SALMON RIVER,NA,1956,Chum,NA,NA,NA,NA,NA,NA,NA,1500,NA,PRESENT,UNKNOWN,24-AUG-56,22-OCT-56,NA,NA,NA,NA,950-169400-00000-00000-0000-0000-000-000-000-000-000-000,950-173170-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,00000MORI,Salmon River (Sandspit) Chum,NA,NA,NA,01-OCT-56,NA,15-OCT-56,NA,20-OCT-56,NA,UNK,UNK,NA,NA,NEAR FINAL,UNKNOWN,NA,Unknown Estimate Method,01-JAN-00,NA,891020,42913,1605,CM-21
2E,SALMON RIVER,SALMON RIVER,SALMON RIVER,NA,2006,Chum,180,NA,NA,NA,NA,NA,NA,NA,NA,PRESENT,UNKNOWN,20-AUG-06,18-OCT-06,NA,NA,NA,NA,950-169400-00000-00000-0000-0000-000-000-000-000-000-000,950-173170-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,00000MORI,Salmon River (Sandspit) Chum,NA,21-SEP-06,30-SEP-06,21-SEP-06,30-SEP-06,01-NOV-06,10-NOV-06,11-NOV-06,20-NOV-06,UNK,UNK,N,NA,FINAL,RELATIVE ABUNDANCE (TYPE-4),2,Peak Live + Cumulative Dead,03-AUG-07,NA,52022019,42913,1605,CM-21
2E,SALMON RIVER,SALMON RIVER,SALMON RIVER,NA,1948,Chum,NA,NA,NA,NA,NA,NA,NA,75000,NA,PRESENT,UNKNOWN,NA,NA,NA,NA,NA,NA,950-169400-00000-00000-0000-0000-000-000-000-000-000-000,950-173170-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,00000MORI,Salmon River (Sandspit) Chum,NA,NA,NA,NA,NA,NA,NA,NA,NA,UNK,UNK,NA,NA,FINAL,UNKNOWN,NA,Unknown Estimate Method,11-SEP-14,NA,60982984,42913,1605,CM-21
2E,SALMON RIVER,SALMON RIVER,SALMON RIVER,NA,1955,Chum,NA,NA,NA,NA,NA,NA,NA,1500,NA,PRESENT,UNKNOWN,22-AUG-55,18-OCT-55,NA,NA,NA,NA,950-169400-00000-00000-0000-0000-000-000-000-000-000-000,950-173170-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,00000MORI,Salmon River (Sandspit) Chum,NA,NA,NA,25-SEP-55,NA,15-OCT-55,NA,25-OCT-55,NA,UNK,UNK,NA,NA,NEAR FINAL,UNKNOWN,NA,Unknown Estimate Method,01-JAN-00,NA,751912,42913,1605,CM-21
2E,SALMON RIVER,SALMON RIVER,SALMON RIVER,NA,1958,Chum,NA,NA,NA,NA,NA,NA,NA,7500,NA,PRESENT,UNKNOWN,15-JUL-58,15-OCT-58,NA,NA,NA,NA,950-169400-00000-00000-0000-0000-000-000-000-000-000-000,950-173170-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,00000MORI,Salmon River (Sandspit) Chum,NA,NA,NA,22-SEP-58,NA,30-SEP-58,NA,08-OCT-58,NA,UNK,UNK,NA,NA,NEAR FINAL,UNKNOWN,NA,Unknown Estimate Method,01-JAN-00,NA,978696,42913,1605,CM-21
2E,SALMON RIVER,SALMON RIVER,SALMON RIVER,NA,1996,Chum,NA,NA,NA,NA,NA,NA,NA,4200,NA,PRESENT,UNKNOWN,NA,NA,NA,NA,NA,NA,950-169400-00000-00000-0000-0000-000-000-000-000-000-000,950-173170-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,00000MORI,Salmon River (Sandspit) Chum,NA,NA,NA,NA,NA,NA,NA,NA,NA,UNK,UNK,NA,NA,FINAL,UNKNOWN,NA,Unknown Estimate Method,01-JAN-00,NA,876706,42913,1605,CM-21
2E,SALMON RIVER,SALMON RIVER,SALMON RIVER,NA,1983,Chum,NA,NA,NA,NA,NA,NA,NA,10900,NA,PRESENT,UNKNOWN,02-SEP-83,19-NOV-83,NA,NA,NA,NA,950-169400-00000-00000-0000-0000-000-000-000-000-000-000,950-173170-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,00000MORI,Salmon River (Sandspit) Chum,NA,01-SEP-83,NA,15-OCT-83,NA,01-NOV-83,NA,15-NOV-83,NA,UNK,UNK,NA,NA,NEAR FINAL,UNKNOWN,NA,Unknown Estimate Method,01-JAN-00,NA,765786,42913,1605,CM-21
2E,SALMON RIVER,SALMON RIVER,SALMON RIVER,NA,1940,Chum,NA,NA,NA,NA,NA,NA,NA,30000,NA,PRESENT,UNKNOWN,NA,NA,NA,NA,NA,NA,950-169400-00000-00000-0000-0000-000-000-000-000-000-000,950-173170-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,00000MORI,Salmon River (Sandspit) Chum,NA,NA,NA,NA,NA,NA,NA,NA,NA,UNK,UNK,NA,NA,FINAL,UNKNOWN,NA,Unknown Estimate Method,11-SEP-14,NA,42524862,42913,1605,CM-21
2E,SALMON RIVER,SALMON RIVER,SALMON RIVER,NA,1951,Chum,NA,NA,NA,NA,NA,NA,NA,47500,NA,PRESENT,UNKNOWN,NA,NA,NA,NA,NA,NA,950-169400-00000-00000-0000-0000-000-000-000-000-000-000,950-173170-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,00000MORI,Salmon River (Sandspit) Chum,NA,NA,NA,NA,NA,NA,NA,NA,NA,UNK,UNK,NA,NA,FINAL,UNKNOWN,NA,Unknown Estimate Method,01-JAN-00,NA,875959,42913,1605,CM-21
2E,SALMON RIVER,SALMON RIVER,SALMON RIVER,NA,2002,Chum,2900,NA,NA,NA,NA,NA,NA,NA,Walk,PRESENT,NA,NA,NA,NA,NA,NA,NA,950-169400-00000-00000-0000-0000-000-000-000-000-000-000,950-173170-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,00000MORI,Salmon River (Sandspit) Chum,NA,11-SEP-02,20-SEP-02,21-SEP-02,30-SEP-02,11-OCT-02,20-OCT-02,01-NOV-02,10-NOV-02,UNK,UNK,NA,NA,FINAL,RELATIVE ABUNDANCE (TYPE-4),3,Other Estimate Method,03-FEB-06,NA,11989094,42913,1605,CM-21
2E,SALMON RIVER,SALMON RIVER,SALMON RIVER,NA,1995,Chum,NA,NA,NA,NA,NA,NA,NA,9200,Walk,PRESENT,UNKNOWN,NA,NA,NA,NA,NA,NA,950-169400-00000-00000-0000-0000-000-000-000-000-000-000,950-173170-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,00000MORI,Salmon River (Sandspit) Chum,NA,05-SEP-95,NA,25-SEP-95,NA,15-OCT-95,NA,05-NOV-95,NA,MED,UNK,NA,NA,NEAR FINAL,UNKNOWN,NA,Unknown Estimate Method,01-JAN-00,NA,764217,42913,1605,CM-21
2E,SALMON RIVER,SALMON RIVER,SALMON RIVER,NA,1989,Chum,NA,NA,NA,NA,NA,NA,NA,16000,Walk,PRESENT,UNKNOWN,31-AUG-89,31-OCT-89,NA,NA,NA,NA,950-169400-00000-00000-0000-0000-000-000-000-000-000-000,950-173170-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,00000MORI,Salmon River (Sandspit) Chum,NA,25-AUG-89,NA,05-OCT-89,NA,25-OCT-89,NA,01-NOV-89,NA,MED,UNK,NA,NA,NEAR FINAL,UNKNOWN,10,Unknown Estimate Method,01-JAN-00,NA,760891,42913,1605,CM-21
2E,SALMON RIVER,SALMON RIVER,SALMON RIVER,NA,1998,Chum,17525,NA,NA,NA,NA,NA,NA,NA,Walk,PRESENT,NA,NA,NA,NA,NA,NA,NA,950-169400-00000-00000-0000-0000-000-000-000-000-000-000,950-173170-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,00000MORI,Salmon River (Sandspit) Chum,NA,21-SEP-98,30-SEP-98,01-OCT-98,10-OCT-98,21-OCT-98,30-OCT-98,11-NOV-98,20-NOV-98,UNK,UNK,NA,NA,FINAL,RELATIVE ABUNDANCE (TYPE-3),5,Other Estimate Method,03-FEB-06,NA,92773072,42913,1605,CM-21
2E,SALMON RIVER,SALMON RIVER,SALMON RIVER,NA,1954,Chum,NA,NA,NA,NA,NA,NA,NA,35000,NA,PRESENT,UNKNOWN,01-SEP-54,27-OCT-54,NA,NA,NA,NA,950-169400-00000-00000-0000-0000-000-000-000-000-000-000,950-173170-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,00000MORI,Salmon River (Sandspit) Chum,NA,NA,NA,01-SEP-54,NA,25-SEP-54,NA,05-OCT-54,NA,UNK,UNK,NA,NA,NEAR FINAL,UNKNOWN,NA,Unknown Estimate Method,01-JAN-00,NA,801345,42913,1605,CM-21
2E,SALMON RIVER,SALMON RIVER,SALMON RIVER,NA,1982,Chum,NA,NA,NA,NA,NA,NA,NA,1800,NA,PRESENT,UNKNOWN,15-AUG-82,03-OCT-82,NA,NA,NA,NA,950-169400-00000-00000-0000-0000-000-000-000-000-000-000,950-173170-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,00000MORI,Salmon River (Sandspit) Chum,NA,15-SEP-82,NA,NA,NA,15-OCT-82,NA,10-NOV-82,NA,UNK,UNK,NA,NA,NEAR FINAL,UNKNOWN,NA,Unknown Estimate Method,01-JAN-00,NA,841307,42913,1605,CM-21
2E,SALMON RIVER,SALMON RIVER,SALMON RIVER,NA,2004,Chum,3000,NA,NA,NA,NA,NA,NA,NA,NA,PRESENT,UNKNOWN,18-AUG-04,21-OCT-04,NA,NA,NA,NA,950-169400-00000-00000-0000-0000-000-000-000-000-000-000,950-173170-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,00000MORI,Salmon River (Sandspit) Chum,NA,11-SEP-04,20-SEP-04,11-SEP-04,20-SEP-04,21-OCT-04,30-OCT-04,01-NOV-04,10-NOV-04,UNK,UNK,NA,NA,FINAL,RELATIVE ABUNDANCE (TYPE-4),7,Other Estimate Method,12-AUG-05,NA,17350775,42913,1605,CM-21
2E,SALMON RIVER,SALMON RIVER,SALMON RIVER,NA,2018,Chum,270,NA,NA,NA,NA,NA,NA,NA,NA,PRESENT,UNKNOWN,05-SEP-18,22-OCT-18,NA,NA,NA,NA,950-169400-00000-00000-0000-0000-000-000-000-000-000-000,950-173170-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,00000MORI,Salmon River (Sandspit) Chum,NA,NA,NA,NA,NA,NA,NA,NA,NA,UNK,UNK,N,NA,FINAL,PRESENCE-ABSENCE (TYPE-6),NA,Expert Opinion,08-NOV-19,NA,62229581,42913,1605,CM-21
2E,SALMON RIVER,SALMON RIVER,SALMON RIVER,NA,2010,Chum,250,NA,NA,NA,NA,NA,NA,NA,NA,PRESENT,UNKNOWN,21-AUG-10,18-OCT-10,NA,NA,NA,NA,950-169400-00000-00000-0000-0000-000-000-000-000-000-000,950-173170-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,00000MORI,Salmon River (Sandspit) Chum,NA,01-OCT-10,10-OCT-10,01-OCT-10,10-OCT-10,21-OCT-10,30-OCT-10,01-NOV-10,10-NOV-10,UNK,UNK,N,NA,FINAL,RELATIVE ABUNDANCE (TYPE-5),3,Peak Live + Cumulative Dead,13-JUL-11,NA,94715965,42913,1605,CM-21
2E,SALMON RIVER,SALMON RIVER,SALMON RIVER,NA,2021,Chum,125,NA,NA,NA,NA,NA,NA,NA,NA,PRESENT,UNKNOWN,09-OCT-21,26-OCT-21,NA,NA,NA,NA,950-169400-00000-00000-0000-0000-000-000-000-000-000-000,950-173170-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,00000MORI,Salmon River (Sandspit) Chum,NA,01-OCT-21,10-OCT-21,01-OCT-21,10-OCT-21,01-OCT-21,10-OCT-21,11-OCT-21,20-OCT-21,UNK,UNK,N,NA,FINAL,RELATIVE ABUNDANCE (TYPE-5),2,Expert Opinion,16-AUG-22,NA,85505702,42913,1605,CM-21
2E,SALMON RIVER,SALMON RIVER,SALMON RIVER,NA,1933,Chum,NA,NA,NA,NA,NA,NA,NA,NA,NA,PRESENT,UNKNOWN,NA,NA,NA,NA,NA,NA,950-169400-00000-00000-0000-0000-000-000-000-000-000-000,950-173170-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,00000MORI,Salmon River (Sandspit) Chum,NA,NA,NA,NA,NA,NA,NA,NA,NA,UNK,UNK,NA,NA,FINAL,UNKNOWN,NA,Unknown Estimate Method,11-SEP-14,NA,37720295,42913,1605,CM-21
2E,SALMON RIVER,SALMON RIVER,SALMON RIVER,NA,1962,Chum,NA,NA,NA,NA,NA,NA,NA,15000,NA,PRESENT,UNKNOWN,15-AUG-62,30-OCT-62,NA,NA,NA,NA,950-169400-00000-00000-0000-0000-000-000-000-000-000-000,950-173170-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,00000MORI,Salmon River (Sandspit) Chum,NA,NA,NA,22-SEP-62,NA,16-OCT-62,NA,26-OCT-62,NA,UNK,UNK,NA,NA,NEAR FINAL,UNKNOWN,NA,Unknown Estimate Method,01-JAN-00,NA,923306,42913,1605,CM-21
2E,SALMON RIVER,SALMON RIVER,SALMON RIVER,NA,2005,Chum,7450,NA,NA,NA,NA,NA,NA,NA,NA,PRESENT,UNKNOWN,15-SEP-05,24-OCT-05,NA,NA,NA,NA,950-169400-00000-00000-0000-0000-000-000-000-000-000-000,950-173170-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,00000MORI,Salmon River (Sandspit) Chum,NA,11-SEP-05,20-SEP-05,11-SEP-05,20-SEP-05,21-OCT-05,30-OCT-05,01-NOV-05,10-NOV-05,UNK,UNK,N,NA,FINAL,RELATIVE ABUNDANCE (TYPE-3),4,Peak Live + Cumulative Dead,18-AUG-06,NA,66691081,42913,1605,CM-21
2E,SALMON RIVER,SALMON RIVER,SALMON RIVER,NA,1941,Chum,NA,NA,NA,NA,NA,NA,NA,14000,NA,PRESENT,UNKNOWN,NA,NA,NA,NA,NA,NA,950-169400-00000-00000-0000-0000-000-000-000-000-000-000,950-173170-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,00000MORI,Salmon River (Sandspit) Chum,NA,NA,NA,NA,NA,NA,NA,NA,NA,UNK,UNK,NA,NA,FINAL,UNKNOWN,NA,Unknown Estimate Method,11-SEP-14,NA,71494747,42913,1605,CM-21
2E,SALMON RIVER,SALMON RIVER,SALMON RIVER,NA,1950,Chum,NA,NA,NA,NA,NA,NA,NA,75000,NA,PRESENT,UNKNOWN,NA,NA,NA,NA,NA,NA,950-169400-00000-00000-0000-0000-000-000-000-000-000-000,950-173170-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,00000MORI,Salmon River (Sandspit) Chum,NA,NA,NA,NA,NA,NA,NA,NA,NA,UNK,UNK,NA,NA,FINAL,UNKNOWN,NA,Unknown Estimate Method,01-JAN-00,NA,876007,42913,1605,CM-21
2E,SALMON RIVER,SALMON RIVER,SALMON RIVER,NA,1935,Chum,NA,NA,NA,NA,NA,NA,NA,15000,NA,PRESENT,UNKNOWN,NA,NA,NA,NA,NA,NA,950-169400-00000-00000-0000-0000-000-000-000-000-000-000,950-173170-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,00000MORI,Salmon River (Sandspit) Chum,NA,NA,NA,NA,NA,NA,NA,NA,NA,UNK,UNK,NA,NA,FINAL,UNKNOWN,NA,Unknown Estimate Method,11-SEP-14,NA,15463392,42913,1605,CM-21
2E,SALMON RIVER,SALMON RIVER,SALMON RIVER,NA,1969,Chum,NA,NA,NA,NA,NA,NA,NA,75000,NA,PRESENT,UNKNOWN,20-OCT-69,26-OCT-69,NA,NA,NA,NA,950-169400-00000-00000-0000-0000-000-000-000-000-000-000,950-173170-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,00000MORI,Salmon River (Sandspit) Chum,NA,NA,NA,05-OCT-69,NA,25-OCT-69,NA,05-NOV-69,NA,UNK,UNK,NA,NA,NEAR FINAL,UNKNOWN,NA,Unknown Estimate Method,01-JAN-00,NA,843542,42913,1605,CM-21
2E,SALMON RIVER,SALMON RIVER,SALMON RIVER,NA,1965,Chum,NA,NA,NA,NA,NA,NA,NA,25000,NA,PRESENT,UNKNOWN,15-AUG-65,15-OCT-65,NA,NA,NA,NA,950-169400-00000-00000-0000-0000-000-000-000-000-000-000,950-173170-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,00000MORI,Salmon River (Sandspit) Chum,NA,NA,NA,24-SEP-65,NA,18-OCT-65,NA,27-OCT-65,NA,UNK,UNK,NA,NA,NEAR FINAL,UNKNOWN,NA,Unknown Estimate Method,01-JAN-00,NA,904463,42913,1605,CM-21
2E,SALMON RIVER,SALMON RIVER,SALMON RIVER,NA,2014,Chum,NA,NA,NA,NA,NA,NA,NA,NA,NA,NOT INSPECTED,UNKNOWN,NA,NA,NA,NA,NA,NA,950-169400-00000-00000-0000-0000-000-000-000-000-000-000,950-173170-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,00000MORI,Salmon River (Sandspit) Chum,NA,NA,NA,NA,NA,NA,NA,NA,NA,UNK,UNK,N,NA,PRELIMINARY,PRESENCE-ABSENCE (TYPE-6),NA,Expert Opinion,21-APR-15,NA,28255226,42913,1605,CM-21
2E,SALMON RIVER,SALMON RIVER,SALMON RIVER,NA,2019,Chum,60,NA,NA,NA,NA,NA,NA,NA,NA,PRESENT,UNKNOWN,25-OCT-19,25-OCT-19,NA,NA,NA,NA,950-169400-00000-00000-0000-0000-000-000-000-000-000-000,950-173170-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,00000MORI,Salmon River (Sandspit) Chum,NA,NA,NA,NA,NA,NA,NA,NA,NA,UNK,UNK,N,NA,FINAL,RELATIVE ABUNDANCE (TYPE-5),1,Expert Opinion,23-JUN-20,NA,83062118,42913,1605,CM-21
2E,SALMON RIVER,SALMON RIVER,SALMON RIVER,NA,1939,Chum,NA,NA,NA,NA,NA,NA,NA,15000,NA,PRESENT,UNKNOWN,NA,NA,NA,NA,NA,NA,950-169400-00000-00000-0000-0000-000-000-000-000-000-000,950-173170-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,00000MORI,Salmon River (Sandspit) Chum,NA,NA,NA,NA,NA,NA,NA,NA,NA,UNK,UNK,NA,NA,FINAL,UNKNOWN,NA,Unknown Estimate Method,11-SEP-14,NA,43374001,42913,1605,CM-21
2E,SALMON RIVER,SALMON RIVER,SALMON RIVER,NA,1952,Chum,NA,NA,NA,NA,NA,NA,NA,75000,NA,PRESENT,UNKNOWN,NA,NA,NA,NA,NA,NA,950-169400-00000-00000-0000-0000-000-000-000-000-000-000,950-173170-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,00000MORI,Salmon River (Sandspit) Chum,NA,NA,NA,NA,NA,NA,NA,NA,NA,UNK,UNK,NA,NA,FINAL,UNKNOWN,NA,Unknown Estimate Method,01-JAN-00,NA,837076,42913,1605,CM-21
2E,SALMON RIVER,SALMON RIVER,SALMON RIVER,NA,1946,Chum,NA,NA,NA,NA,NA,NA,NA,40000,NA,PRESENT,UNKNOWN,NA,NA,NA,NA,NA,NA,950-169400-00000-00000-0000-0000-000-000-000-000-000-000,950-173170-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,00000MORI,Salmon River (Sandspit) Chum,NA,NA,NA,NA,NA,NA,NA,NA,NA,UNK,UNK,NA,NA,FINAL,UNKNOWN,NA,Unknown Estimate Method,11-SEP-14,NA,65219992,42913,1605,CM-21
2E,SALMON RIVER,SALMON RIVER,SALMON RIVER,NA,1967,Chum,NA,NA,NA,NA,NA,NA,NA,70000,NA,PRESENT,UNKNOWN,30-OCT-67,NA,NA,NA,NA,NA,950-169400-00000-00000-0000-0000-000-000-000-000-000-000,950-173170-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,00000MORI,Salmon River (Sandspit) Chum,NA,NA,NA,05-OCT-67,NA,25-OCT-67,NA,05-NOV-67,NA,UNK,UNK,NA,NA,NEAR FINAL,UNKNOWN,NA,Unknown Estimate Method,01-JAN-00,NA,1018975,42913,1605,CM-21
2E,SALMON RIVER,SALMON RIVER,SALMON RIVER,NA,1986,Chum,NA,NA,NA,NA,NA,NA,NA,14000,NA,PRESENT,UNKNOWN,03-SEP-86,24-OCT-86,NA,NA,NA,NA,950-169400-00000-00000-0000-0000-000-000-000-000-000-000,950-173170-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,00000MORI,Salmon River (Sandspit) Chum,NA,05-OCT-86,NA,05-OCT-86,NA,15-OCT-86,NA,25-OCT-86,NA,UNK,UNK,NA,NA,NEAR FINAL,UNKNOWN,NA,Unknown Estimate Method,01-JAN-00,NA,804330,42913,1605,CM-21
2E,SALMON RIVER,SALMON RIVER,SALMON RIVER,NA,1947,Chum,NA,NA,NA,NA,NA,NA,NA,75000,NA,PRESENT,UNKNOWN,NA,NA,NA,NA,NA,NA,950-169400-00000-00000-0000-0000-000-000-000-000-000-000,950-173170-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,00000MORI,Salmon River (Sandspit) Chum,NA,NA,NA,NA,NA,NA,NA,NA,NA,UNK,UNK,NA,NA,FINAL,UNKNOWN,NA,Unknown Estimate Method,11-SEP-14,NA,33279141,42913,1605,CM-21
